Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,16,Bangladesh,225,United Arab Emirates,5910,Export Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,2758,*,Unofficial figure
TM,Detailed trade matrix,18,Bhutan,16,Bangladesh,5910,Export Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,33,,Official data
TM,Detailed trade matrix,18,Bhutan,100,India,5610,Import Quantity,463,"Vegetables, fresh nes",2010,2010,tonnes,11,,Official data
TM,Detailed trade matrix,18,Bhutan,100,India,5610,Import Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,181,,Official data
TM,Detailed trade matrix,18,Bhutan,100,India,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,1,*,Unofficial figure
TM,Detailed trade matrix,18,Bhutan,100,India,5910,Export Quantity,463,"Vegetables, fresh nes",2010,2010,tonnes,33,,Official data
TM,Detailed trade matrix,18,Bhutan,100,India,5910,Export Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,132,,Official data
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2010,2010,tonnes,0,,Official data
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,0,,Official data
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,1,R,Estimated data using trading partners database
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,1,R,Estimated data using trading partners database
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,R,Estimated data using trading partners database
TM,Detailed trade matrix,18,Bhutan,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,1,R,Estimated data using trading partners database
TM,Detailed trade matrix,26,Brunei Darussalam,2,Afghanistan,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,39,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,14,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,1,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,8,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,38,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,81,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,107,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,20,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,214,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,180,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,938,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,982,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,735,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,874,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,1103,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,45,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,203,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,18,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,3,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,214,"China, Taiwan Province of",5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,100,India,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,100,India,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,11,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,1,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,27,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,10,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,19,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,12,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,11,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,12,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,101,Indonesia,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,39,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,102,Iran (Islamic Republic of),5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,2,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,349,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,826,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,644,*,Unofficial figure
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,1311,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,1395,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,1564,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,2024,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,1722,Im,FAO data based on imputation methodology
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,167,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,6,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,23,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,6,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,5,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,131,Malaysia,5910,Export Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,132,Maldives,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,132,Maldives,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,171,Philippines,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,194,Saudi Arabia,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,402,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,45,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,30,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,2,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,4,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,2,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,1,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,149,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,307,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,207,*,Unofficial figure
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,31,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,35,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,46,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,67,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,233,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,225,United Arab Emirates,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,36,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,26,Brunei Darussalam,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2001,2001,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,1,,Official data
TM,Detailed trade matrix,115,Cambodia,96,"China, Hong Kong SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,1,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,2,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,1,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,2,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,35,,Official data
TM,Detailed trade matrix,115,Cambodia,41,"China, mainland",5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,165,R,Estimated data using trading partners database
TM,Detailed trade matrix,115,Cambodia,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,110,Japan,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,110,Japan,5910,Export Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2004,2004,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2010,2010,tonnes,1,,Official data
TM,Detailed trade matrix,115,Cambodia,131,Malaysia,5610,Import Quantity,463,"Vegetables, fresh nes",2011,2011,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,12,,Official data
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,5,,Official data
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,4,R,Estimated data using trading partners database
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5910,Export Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,117,Republic of Korea,5910,Export Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,R,Estimated data using trading partners database
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,9,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2001,2001,tonnes,17,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,15,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,18,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2004,2004,tonnes,4,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2011,2011,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,7,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,12,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,32,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,9,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,1,,Official data
TM,Detailed trade matrix,115,Cambodia,200,Singapore,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,4,Im,FAO data based on imputation methodology
TM,Detailed trade matrix,115,Cambodia,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,84,,Official data
TM,Detailed trade matrix,115,Cambodia,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,979,,Official data
TM,Detailed trade matrix,115,Cambodia,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,258,,Official data
TM,Detailed trade matrix,115,Cambodia,216,Thailand,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,35,R,Estimated data using trading partners database
TM,Detailed trade matrix,115,Cambodia,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,178,,Official data
TM,Detailed trade matrix,115,Cambodia,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2001,2001,tonnes,32,,Official data
TM,Detailed trade matrix,115,Cambodia,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,115,Cambodia,237,Viet Nam,5610,Import Quantity,463,"Vegetables, fresh nes",2017,2017,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,96,"China, Hong Kong SAR",52,Azerbaijan,5910,Export Quantity,463,"Vegetables, fresh nes",2011,2011,tonnes,4,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",52,Azerbaijan,5910,Export Quantity,463,"Vegetables, fresh nes",2013,2013,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",52,Azerbaijan,5910,Export Quantity,463,"Vegetables, fresh nes",2014,2014,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",52,Azerbaijan,5910,Export Quantity,463,"Vegetables, fresh nes",2015,2015,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5610,Import Quantity,463,"Vegetables, fresh nes",1993,1993,tonnes,3,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5610,Import Quantity,463,"Vegetables, fresh nes",1995,1995,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,3,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1987,1987,tonnes,5,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1988,1988,tonnes,5,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1989,1989,tonnes,2,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1991,1991,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1994,1994,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1996,1996,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1997,1997,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",26,Brunei Darussalam,5910,Export Quantity,463,"Vegetables, fresh nes",1998,1998,tonnes,39,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,7,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",1987,1987,tonnes,2,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",1988,1988,tonnes,1,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,3,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2007,2007,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2008,2008,tonnes,1,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2009,2009,tonnes,2,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2010,2010,tonnes,4,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2011,2011,tonnes,45,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2012,2012,tonnes,2,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5610,Import Quantity,463,"Vegetables, fresh nes",2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1986,1986,tonnes,181,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1987,1987,tonnes,103,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1988,1988,tonnes,55,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1989,1989,tonnes,24,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1990,1990,tonnes,28,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1991,1991,tonnes,204,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1992,1992,tonnes,47,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1993,1993,tonnes,11,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1994,1994,tonnes,2,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1995,1995,tonnes,13,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1996,1996,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1997,1997,tonnes,0,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",1999,1999,tonnes,5,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2000,2000,tonnes,144,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2001,2001,tonnes,133,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2002,2002,tonnes,95,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2003,2003,tonnes,52,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2004,2004,tonnes,34,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2005,2005,tonnes,14,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2006,2006,tonnes,47,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2007,2007,tonnes,146,,Official data
TM,Detailed trade matrix,96,"China, Hong Kong SAR",128,"China, Macao SAR",5910,Export Quantity,463,"Vegetables, fresh nes",2008,2008,tonnes,185,,Official data
